sentence	sentence_id	locale	reason
Niwene thongo ntana utukudhiwa kwa taa.	a7d89dbd01e7ac43bd83c46c686aec38070d73a4ce6e6df72695ece44e40d5fd	sw	grammar-or-spelling
Bureki a gari ikachisie abiria votee vafie.	aac921cfdb5cf6515f01917157059976b1dda6c545d3fa3f1112496c6d60328f	sw	grammar-or-spelling
Nchi uliokachwa mudhi umeanguka	cf1190d4b53b5ec0099f7c4fc0d98205ae61e7d6bb387c02fabe576ebd14ad95	sw	grammar-or-spelling
Seremala alichumia nsumari kurekebisha idirisha lililovundika	f15746e60b7f8295e1fd3292b7760192546301533161c206796b26a44e5d5b61	sw	grammar-or-spelling
Nchu akitaka kuanda kunena kwanda huangalia lake.	342c7ae0c802bce3fbddf018203ba196d224d604bafe652c52cb6b64c9d7daa8	sw	grammar-or-spelling
Kamfise ntoto kwa babaye	ae5c0320ea04214fcd882d0254e742750fbf50e75ba33167f728c71209bdaaac	sw	grammar-or-spelling
Kadhi ni kadhi kwasababu ukidharau kadhi itakuva hutaki kadhi uwe.	ee28c897c764d7815e9882d36f0cb0010304624ce4089d939b6e0d3f5fb5097b	sw	grammar-or-spelling
Hujengea kwa ntanga wa pwani	d38f0c9b9c42c14388dc71cb5f4853ccb28eee657d01ef45f6e24a7bd030200b	sw	grammar-or-spelling
Mwana aliyetedha mpwira ameumia iguu la kulia	5812ea7decf3b09bc41a830b4e15111eedf80fdcad9d111ceda13b1c271bf050	sw	grammar-or-spelling
Kanachowea nga hanachoka.	f0af056eb38303806a4c4d76d2d35e5ccf55223fe4474353bb3d92977b32ce37	sw	grammar-or-spelling
Wisha vyombo vichafu vyote.	468bc7965d039fc69fc03d4d94d5aa2b466873aa3374031e4d7fcf0db14a92ff	sw	grammar-or-spelling
Najaribu kuomba kazi ela sefanikiwa	4cf5ca1cfed4ce80f342a7388646fd49019e36876a8a9a84532442651a0e26ce	sw	grammar-or-spelling
Nvumbani kwa chai kavu pia ni nduri.	e3b01611b8fc7908fc390064b23b8b5860d02e9d0104916599642a2e75dadc19	sw	grammar-or-spelling
Mwenye mashikio atasikiya na mwenye mato ataona	dc07dfb51eed211a82155da24e0ade568c6b084e7757bc70d9c6ffa5d7ce57f3	sw	grammar-or-spelling
Mwana huu ni nchapeli ndochumalidha kachika jamii echu	ec314b4b08f584c2225fde2733dc7bb998a2db88e0d408d418f810d815b33ff0	sw	grammar-or-spelling
Leso dha Kenya  hakuna tena siku hidhi	6e20f78b54fd71421e340c480a09a6c30908ba5cc9dee270d2720f5a345d9ff2	sw	grammar-or-spelling
Alipekwa hosipichali alipodungwa na pini a n'guu	f0e3505e4f1e90b70ab7a9521e0519c193038dd28d01e2998344b4f1b5f801e7	sw	grammar-or-spelling
Mbiria dhichu dhichafu pwani.	b1db14b66917163053d8919639fd2500b271736f7303e6096db40959b1c5700c	sw	grammar-or-spelling
Wale watu wamevurujuliwa wote kwenye ajali barabarani	e0e7dedfbccda9af1f633031a3d2e22db343fc04c984280373d568488b837bf7	sw	grammar-or-spelling
Furemu  a nlango imejepwa	8a552acd544bd1b32d11a80312f916b70c0b0ac71241635dd4f7d3a179c58c9f	sw	grammar-or-spelling
Almasi hupachikana nchonii.	d280dad8c20d51aaa99a858cdd03e206d2367aadd4bdaa869db31604c1956394	sw	grammar-or-spelling
Wendesha gari yako polepole.	f53d256073f19b3abd020e833d8c5dcab82f87e2a16a15ab11054c7e7811563d	sw	grammar-or-spelling
Hatimaye showe ando nyamadha kimwa	bac6fabf6422ef10e3f32a924cf56e87f690e2d200a386ec95a1104e285d325d	sw	grammar-or-spelling
Wali haushuki kwa madhiva mala	7b96becd123cd3ef22af3b40eab68c73338a0a1d69d7265e8df47bda32468a20	sw	grammar-or-spelling
Mwizi baiskili anshikwa	77594a6197f50b4f70d88adbcfcb79c59a50982599fe5156aa71ece3244b4d96	sw	grammar-or-spelling
Dade yangu ana ntoto mmoja	f1690213d43034fa463d1993a8bbd8d852690306724de9b313a78b247e7b854e	sw	grammar-or-spelling
Kanajona yo hamba kajisi.	c0b2e21079a13ad7c909ddfd85407d916be228d9fde81b5725614f3c4f361839	sw	grammar-or-spelling
Nasi hachuyaambo?	b1d545f914370a3c382aea2dcbbfbbaccad7f32bd0429547f72f9bc0518bfd6e	sw	grammar-or-spelling
Jaje kumekulya vyakulya vyako?	275e23987f6953d775e6de13052fb0c15a7a8516fc75dba0aec3b396aaee694e	sw	grammar-or-spelling
Kijaliwa tafunga saumu angu.	905deb6ec31bf94d4f785fb01b6102b64a3f63e5e11a44b5074a3e641a5b9c35	sw	grammar-or-spelling
Uonao m si mato	582b18856e8f4d16078b95f872bc774a72a312adf4f7df4187b906d280402c4d	sw	grammar-or-spelling
Mtuzi hauna chumvi	be7cc2be8cdc8f7eb0cf2f580a343d2f66453d35fb2278365565bd902795d505	sw	grammar-or-spelling
Alichumia makasi kukacha kitambaa	6ff89e8ca45fd2c95f8e7427db9e0b07325c7591f87880574bb75159dd5f9c1d	sw	grammar-or-spelling
Mai a pwani usinwe so madhuri	d91536b1c617ba7bc53ea62db6b7fc8e32b9a23bc09515cfbd4202229c86fcf6	sw	grammar-or-spelling
Kwa kuvulidha nae ni haswaa.	f6d3ebd2be9e6b5792d0a6690247fb4d2e6d04681ffbb913677681b03c87883d	sw	grammar-or-spelling
Kengele hulia vana varudi sikuli mapema.	ebe128a6848fd56f6847068b8cebe5c795d89afd5f4d9bec6da4e4f14eac7047	sw	grammar-or-spelling
Shati langu dhindokatika dhifungo dhote	bd6e3bb756b27da9cb872c1ffed8cc1f5996db0fadc6ea5eac9673f7343aa245	sw	grammar-or-spelling
Kwanuka mashimo yanzibika	7346036b8f7756db1d3232685e028a4ff2d4f7dbdf5de9fba4328ed6f1b93d2a	sw	grammar-or-spelling
Mwichuni kuna nonii vingi	21892d081399c4c0fbf28f2643c31a30df8e03a19cafa3aff5e409045f36a0d1	sw	grammar-or-spelling
Ntoto ndigi kanaunda gari	e1d2191203a960b7e80472eabf8f8f08782df162aead7c595839b47e38fa7745	sw	grammar-or-spelling
Mgeni atongoa pekeye	a20a328f7dc310b85f7774776f08d1a9c94fb11f5c176e8f6df5b684879a96ff	sw	grammar-or-spelling
Zuiya mpaka nrudi.	e1a3b71d1ca8619cd564e06917dfd5cf508915663c04fbfd275f6e7682aa498b	sw	grammar-or-spelling
Ukivona dhinduna basi hambari huva iko nyuma ake.	803b3679f770233f568cc89caa890bf71ae98bd8bead59af52e9b4cd1a688b32	sw	grammar-or-spelling
Vachu huchumia  hiridhi ili kuikinga na mabaya	a2ca30303d58ff86537db3b82daa83d2b1855cb1be8f88ac653106b0c8cf9987	sw	grammar-or-spelling
Nchu ambae hueya vanyama	d1990b820bcca50dc0ccfa2342708acac1fbce56e66446a2d45a2b7d5b7725d5	sw	grammar-or-spelling
Tua kichungu ivyo vitu.	6e03851f476fce510a722b1ae5aba9dbaf57ecb1da673f92cfb7fa54b969b882	sw	grammar-or-spelling
Juma ansikiliza mwalimu	f6d4684bfadc8452e8c4efb3524e85b2840dd2dd135c551f595b0a9797c0e8b1	sw	grammar-or-spelling
Kombo kankamilisa nyaka tano sasa	246695c69181c6b99773d76d31071c98013725995c0875df9336cf480e2c5cd8	sw	grammar-or-spelling
Kunakwaza saa ngavi kufua?	73b75aa6d687280be0ee43539d0804777b7538e5de3d75cacb9730345e81c064	sw	grammar-or-spelling
Ipapai hudhivia maradhi.	fec8ab63db2e52d0e83cff2457118650d8cea948f65bb853e0c87c1b5accb58c	sw	grammar-or-spelling
Makokoni huva kuna thavau vingi	6a4f5b0ce634f3d381a24547d39f0429f204f02595016042df3909228388098b	sw	grammar-or-spelling
Mabamba ya nyumba ile yameoza	f544ce74a5ee8f9f3db98f963047393320d54eb8cf1ab03280ccdc18bc578419	sw	grammar-or-spelling
Takwenda kwapi nikaupache nkache wa chanu.	a19043e4eb9289ef0bb83750da54e18b56ef7cb09824ea364562dc036ff049c5	sw	grammar-or-spelling
Huhifadhi shai kwa buli la shai	117b7960ab0d44f9169601bcce605757a6903d84c93fff23138a4b2445d75fb1	sw	grammar-or-spelling
Bibi aliiyala vibaya akinyuka alivavwa na mmiyo	252952619c0c9c6a582cd1d23360c31a2d76100fc55c094857cfbc24d9e99f80	sw	grammar-or-spelling
Pochi hii alapsechi echu ikikamilika asari takuva ningii kichoveo cha papa itakuva ni mwanadamu.	faee2b7133bc752e1ea76e22b81d5a00680fad576a8b3911fe00b28457313b53	sw	grammar-or-spelling
"Yana tundakwenda spichali kumvenga mame, tukingiya mame uko taabaani"	79d9d27f0f13622523359b57d75f94b63c77ac54c0d721925abc3e01c7fb9704	sw	grammar-or-spelling
"Kuvoa, mwana huu ndovoa haambiliki chochote,"	6977bfb81202c06e9d8f30dcc0579d2e8b97964ea9b70cd1b66d6379643703ef	sw	grammar-or-spelling
Asha apiga pasi nguwoze	be30e7ccfb40049f955eb72fa2b2c3bc02db917d128e4e78b8776f16f84f7689	sw	grammar-or-spelling
Rukya husomwa na vaandamwavo na vadhuka.	ef2940abeb8a7d9316ff30e6b8805805fa2ba9657524579b3d95f05fa23550c0	sw	grammar-or-spelling
Mame nae ukeiye?	d8f5e52579da5f099d8a72e1f5d1666520cd5ffa802dcca68bfcdd9c95976cdd	sw	different-language
Vanafundi va chumba cha nanevalizunguliwa ili vafanye vema	ec73952a6ea2d5bb5e3cab83ac8a8de44ac87400bf00cda6840d2b3f00f044bd	sw	grammar-or-spelling
Twefika shamba saa saba nchana	f8b3e1009e0c082be5bf1d040817cacdbd6e90c3f8cc611ab3b9289d2a0dd54f	sw	grammar-or-spelling
Pwani yechu ina vatalii vandoyaa ufuoni	6c41a1221d34c73107bda64d770f962d43ad4e4e305788d2f04357f3fac0257b	sw	difficult-pronounce
Medha imevundika igu ilipovekewa dhichu vidhicho	f09716c848bd523e60e07b8b98585f3655bb7a8f5e2a2b8dc8be9759ce60190f	sw	grammar-or-spelling
Medha imevundika igu ilipovekewa dhichu vidhicho	f09716c848bd523e60e07b8b98585f3655bb7a8f5e2a2b8dc8be9759ce60190f	sw	difficult-pronounce
Ukesa kosa vyombo fua na izo nguo.	5d3ee1e91992f44d22b8c3e668a5dd3aedef5adc8b11fc8eef7f373b69286a73	sw	grammar-or-spelling
Kwenyu hakufungwi nlango usiku.	c0ed8f1eeb61a449560158b5c2aa81a660884fd80d4c81e2bd94f6db56b0f322	sw	grammar-or-spelling
Mara ningii isi hupenda kukowa pwani.	513648c4880c6307f5857d8ae54e8ed7520b67f236df5e56466c2a896de50002	sw	grammar-or-spelling
"Tarehe moya/mbili na chachu. Harusi dha Januari takuva  ni tarehe moya, pili na chachu"	ed4236d320d3b4efbaf189dc8076cb3b476c3c07fdfc7fcac8e2f543e3a6b06c	sw	grammar-or-spelling
Eo chumekula mahamuri kwa mbadhi dha nadhi	f2773a5d7735e2a4919d89d536afa023335350884f4375ddaead8250ade4a656	sw	grammar-or-spelling
Pua ake hutoa kamasi nno	493c27bae523abc8d240b6a467585ae85a50c434e5347822d8ab0175f445161c	sw	grammar-or-spelling
Mwanamke huyu asharengwa	02f144403f61315434e8d0a802816808a7eb85200d601db7bf2c5a9e50cde8db	sw	grammar-or-spelling
Faraja ni jamaa amepata afwan	00ba5a0460611c58127fff402c9f87134a1cf7b877e719ffdc60d19b4a976834	sw	grammar-or-spelling
Nilie mahamuri na chai ndha madhiva	d00ab7017298228e115c79047ea9b32ffaec1aa996f43cf293ab5a021a32af4a	sw	grammar-or-spelling
Kurarua na kupasua ntofauti	ed66fb86bb16495b90e3abe7795f5f86b59a87c51cafbe06ab264f1a2431bd75	sw	grammar-or-spelling
Kusumka ni njia moja ya kukwepa lawama	0fca62ad94c185ede6aadb0a2b28cd209afcf9b8722128b99b969dea2364dc11	sw	grammar-or-spelling
Siku a idi vana hununuliwa sana nguvo piya	b2958cbe4baaa8cffce33320a02660fc7311ad5abe54604029d513586c9d1516	sw	grammar-or-spelling
Sipendi nkache wa chumbi.	092e03d7ec1eefe24d869812e6c90b270afc210553fbfd7eb52faec7ba6e6df0	sw	grammar-or-spelling
Huyalae kwenye feni ukatokwa n majasho	005bd17bd04a44ddc6c5bfc6f0d364435a1300b2ec39fdd78c6b00cdab798466	sw	grammar-or-spelling
Ongeza mchele hautosho.	ff01b924bec3ae7afe76e285b87c376e47ba18e3de58f5a298e2f26068293b7d	sw	grammar-or-spelling
Kanantegemea mie kila kitu.	0a94ea8638af82bf248884f33be3f272f2929706a6f6a39e38c71b78ca5cd14d	sw	grammar-or-spelling
Uko mbali ndokubikia muhundi hukunisikia?.	ec6eee1f36dd65aa3399ed77ae63f64f233e7782883061d4527686cc8e477dc5	sw	grammar-or-spelling
Kumbuka uyosema	0ac5a334aa4246aaf13ce545f9a7bd0c0203a5683f6ca53f8fd46e68f108b8f8	sw	grammar-or-spelling
Kamba a kuchilia mai imefungwa mafundo mingi ndio ivuchike vidhuri	ed522f0c7a8e285d40b438a4c8deab57329663a479ff330e3f474755fd55338d	sw	grammar-or-spelling
Ukanyaza namiye nakwaza	0aebeb0e7ac0d9b8f1ff2608e61a75c91b83e92acb11cb95a52237a2dc1ea36b	sw	grammar-or-spelling
Mrembee ndege juu ya mjiti.	8af22458309b5ba2fe96c7dd4ce85be74ed6b813c292f4e101307170dfc53edb	sw	grammar-or-spelling
Mtoto yuko ndani anlala	06e0f5a6f7830d914ac191e233bd18357423e0298b8daa6dfc061e980fde600e	sw	grammar-or-spelling
Paka akitoka panna hutawali.	7dde2e27ea491d16f7ed512edf72d9c943330d7b215b6e271e91dddf0f589118	sw	grammar-or-spelling
Walimu wameshajihisha wanafunzi wao kusoma kwa bidi.	9457fb9cc0374a636e1f986c4b33c9efcc210e49a623fb475eee0a45c2ac8d6d	sw	grammar-or-spelling
Ngomba makaraweni haupandwi ukamea	172f7719c73a90e77f5ff6311c6147887ad81a4cb968372280730aa98d9c8586	sw	grammar-or-spelling
Nitapika ntudhi wa mahembe a nadhi	f3c7ffed278aaa07f9ae0de71c5c77162b8b458fa441a73efe2fcfde7a8195f6	sw	grammar-or-spelling
Wavyazi wan’weza kulipa ada	e9fa24aadf2cdeeed69c11da7879a8cb86d1be9e4b78dffcb5be6dc7ecb74b8e	sw	grammar-or-spelling
Vanavake vengine wapenda kuvunda ndoa dha vachu	fd2dabfe5d346abdc7bf98efa036cbb1ae797615cd0a559981963e7b77a096d8	sw	grammar-or-spelling
Huna macho ni fudhuli ukipacha tukuvae	efbb7548fc4d27ae3f88365c1d15b2ebf27ed1c9634108ab393f419b9de52085	sw	grammar-or-spelling
Twewasamehe wote waliotukosa	7ce5fb5f558e68463be7cfeda792ed37a36efc51bb445dbd6f946bdc4882fd54	sw	grammar-or-spelling
Padhiya dhake ni ndhuri  nyanyi takwenda kuninunulia nami?	7f44bf8d999ef24629a3238af08ea41af6c93506ba7424f9a113813cc7f787ed	sw	grammar-or-spelling
Mi naskiya ndaa sijala	eccbfc9145dfbaafad177063702b0a9612fbed424fb5fbc79cf04acbadae34f9	sw	grammar-or-spelling
Kiongodhi atakae wedha kukubali mashariti echu chutampa kura dhechu.	c6509b56f407d4b8383ee9732a72aad459875a02dd9b6a8567d6e10f6218cebd	sw	grammar-or-spelling
Yaa husuliwa chaka dha mai a isi.	be95b73b7c7854afe90d4a2021a34bb10501c640ee1075d96b26bf9732bc8ab4	sw	grammar-or-spelling
Ripuleni hweuka angani	f9f5d6f776b25c528cbb50b81593dd95a05fc327cea89a2c166dbb81f3c9b0c1	sw	grammar-or-spelling
Udi huchumiwa sana ili kuecha harusi ndhuri na a kuvuchia	fbb69058eb66ac16273879825fb9b9b450d5ebcfe57fec197e4c747f540b779e	sw	grammar-or-spelling
Uketidhie akimbiria halagao dhake kachika yaa hili kila nchu ambirie halagao dhake kachika yaa lake.	933f7b7c8bb066e2663c135cdb006e5fb87ae0c61e9cae2309c59b5afd70d225	sw	grammar-or-spelling
Nchu huu mara ningii kindrasi hupawa iye hachupawi isi.	6e82ee88bb74c803d6e1476bb032b7c3b679b72c762374ee8009a26ab1531e21	sw	grammar-or-spelling
Baba huchumia kijembe kunyolea ndevu	373436f8d1ff921210b382f087d1fb09a409af7f85636b53d75d216d3b5728ca	sw	grammar-or-spelling
Juma kagusu karatasu karatasi yakwe	8771ab5ffbd25064ecedd69286e8d4420ccdf08a5c4c181953df88ac5017aa9d	sw	grammar-or-spelling
Huvurundua kwa kijiko cha shai ili shai ive muruwa	9c0d6dce825eed012836070a29748824ce5629ce3e3c60fd6ba55feb8660c4e6	sw	grammar-or-spelling
Vabajuni hufunga bendera itorini.	a8b79feee025ba8810b9c08463d56bb14b139a59fdb7eb038e885f83d6c6615c	sw	grammar-or-spelling
Tunchanga pesa za kununulia gari	938e9360d7388125d3481a74f23d2416ad52e22c2d45efebab41491aea3af798	sw	grammar-or-spelling
Indi ukinynyulia nkonotu huva ashauka	05e117fddd96700b38a7ce1d050629f7507b8309357656f6047b9239406b2094	sw	grammar-or-spelling
Jioni chutaenda shambani kuchomoa michi isiyo na faida	020ad4dd41b607dde4639caf089be8fd1cae123d43fd9376bc8e84bbeba490ab	sw	grammar-or-spelling
Mocho ndopoteya tavasa nshumaa chuvonane	eb2d7fb5fce2a548977e47882ba46fa8422fdb0fcb79edd429a494d25a397ef0	sw	grammar-or-spelling
Ambari ina thamani sana kiasi kwamba inawedha kukufanya uwe tajiri	62f3d0265d9a9459ec4b639b857951008c8448963060c0968ae6f6d1c6bdf524	sw	grammar-or-spelling
Iliki huchiwa kachika chai ya idhiva.	fcfaadd38c5a07e618cdaf127c64f2aad0e3f2f735ec66432a500a8fef6e97e8	sw	grammar-or-spelling
Nnaamuwa	d47e8fa0feabf6809f4187dbfc8fe1aa2f18b72b991b41f88da2dbead3c604e5	sw	grammar-or-spelling
Wafanyikazi waliandamana jijini	cf70b1b19e82f17f323af4b8791b94fba14eca18fe4d4300bdbfe4eb44c960d4	sw	grammar-or-spelling
Nganu huchumiwa kupikia vui	bd3750027ec3583154e44c3b2a2daf285033b2dcc056ef9caa0a8b58ec798575	sw	grammar-or-spelling
Tunkwenda mgodini kutimba mawe	ccccaef0ea01a2809250da01ea8abcfaef2751d40325ffbe703fea276a1d83e1	sw	grammar-or-spelling
"Enhe, latumika enhe"	0d1aeca30cd6dbba509700990ac0b9df33e28b2d72ce8f7934811caabd0d27f2	sw	grammar-or-spelling
Nakuchaka uwe mke angu.	13c6bd75004c2e3f7efef848d0728d97e0fd969c42b9e706441ea8487fa7e972	sw	grammar-or-spelling
Kaskazini huku kwechu hupachikana kamba sana	eea2d5e31e95ec166c57d64c8e9259d6d796c97d100d249009172d2cfa40d922	sw	grammar-or-spelling
Noka nkuru alievonekana ameuwawa	8b2f168356fe7f4b16c75e1e7990a473f42ec34e306fbea1e380c1d2303d5fae	sw	grammar-or-spelling
Iye hupenda kula maingi.	e898010a572a08ad7f648462f1e21a8ba9a9993698863929a23710f716a838ae	sw	grammar-or-spelling
Chia saini uipeke kadi kwa chifu.	95df8b76d8e2b85a2a20d6e11a69eae93d059aadbe76732b4f7b9111af3c7dbe	sw	grammar-or-spelling
Fyagiaga avo barazani.	c1ffae356e7bb3bfbcf321cd8ae20955df4e119e8cb9cbafd7afd4d54ea41082	sw	grammar-or-spelling
Ukipacha nchu eyavo Lamu mpe hao isi anechee nami	ddce262f546932f24adf3be5ddc44c4c57a8e331fa202e3b839bb981b9336e4b	sw	grammar-or-spelling
Kuzu samaki woti?	547826e645c12f2ea600e8d703aaa949ae7f9a7b73a63aba8273e06847751151	sw	grammar-or-spelling
Baba kankata miti yote	d5fad27432b3f2a1a90390ad1dc548c53e1ad1fac277cbd7042398be2c24a1ff	sw	grammar-or-spelling
Kuuka wima tu akalawia.	b78c5771d1452a9dc7128de7f244f53633531d46ea0fd47f6f63c6039f80a6df	sw	grammar-or-spelling
Harusi dha kibajuni huchumia  dhumari katika ubikaji ngoma	a80fbde39175d135c667f533a69f2a02ad14980d598d0ae13a87f4373ea189ea	sw	grammar-or-spelling
Ni nyanyi* apendao kuchia mafuta madhuri siku a sherehe.	2fffbc9d72b8dcbdc78e84005fffa96903d5452d4f38fe0659fb9d279de65091	sw	grammar-or-spelling
Taja watu waili unaowajua	f52a7a3b7d9677b436c935e713015c5809d2cf48ed3578651b1505d5773fe002	sw	grammar-or-spelling
Ukibikiwa simu mwambie siyamvona	056224af8aad37651a744eff247104276222121322907df38def0cf51251d3d3	sw	grammar-or-spelling
Kuva iva na mvuvi japo isi asikupe.	77bd4e3b5a630d11c11b44a69b05fa18aaeb41c0d7ef1600081e27e346557f0a	sw	grammar-or-spelling
wali ama bodo huva hauliki bila  ntudhi	ef9cf883fba33ec36a7bae201418c3f7c593880298236f0dac2566cd40d071c2	sw	grammar-or-spelling
Usisaga ntee tatujiya vunga va nthee	16aeba2c510157c4d85617ed441005a0f8c530bda4caf17cc21612e3f88ed33f	sw	grammar-or-spelling
Aloadhini leo ansauti nzuri	f5f44cd2e1bd46fb628dce71b7197e1b8d46d414a62e156fd391cc1c96802e25	sw	grammar-or-spelling
Ukenda dukani nunua bofulo	e77147c21dfb8091921c6cbcceb6479876211496f8424c7430c913cb32e4d302	sw	grammar-or-spelling
Weagiza vyakulya kutoka ulaya	cc9fc923359e822dcb2098815952a0639ca5e8f22ef3bd25d07065d83cf48685	sw	grammar-or-spelling
Usidharau nkoko ndio uvao nlinga.	07477f96c2a4b6c8c02b175fed4a2f13c9c9ef52dba5b76088833d0bf8e94124	sw	grammar-or-spelling
Asha kampata kalamu mpya	0ba3e3e8d959f83bf134d2c1ea9322bf1926c22943b6a685f6b600f18b44011c	sw	grammar-or-spelling
Taoka isi kwa uma wa jirani.	9b248c82d2f2c0aba38cd15367ece12cb618328237ddea658f4ebfba4799c7ec	sw	grammar-or-spelling
Tongoana na watoto wako wasiibe	cf719ad9f0120b739ca4a1ee00654a49e49c06cff5b9d3f5bf13e9f4a45c2a67	sw	grammar-or-spelling
Lori imemwaga mthanga	140cf1565e4b6fcadf661caadddb7fd32ad08610415931871397fd216c364a78	sw	grammar-or-spelling
N'thunga akikama ng'ombe vechu akatowa madhiwa	12cfd88122a902dc7f69d1f017017665cdc49006393139c1c4cba51cb74d4cd6	sw	grammar-or-spelling
Pinduzaga iyo nguo kuvwaa machawanje.	e9f08254d3d6be6b76d38e3e7909f9b165cfc01eef5b08fb5b5d70081aa1e8f5	sw	grammar-or-spelling
Mvua a bara ilichunyeshea sana	eeb6035d9c5d06a293170d879966be59a215f2f408310d5b4f6a44a4b27d2fef	sw	grammar-or-spelling
Nilyanga kama unayo	1975ae4e269a712737ac69253e78c1e69e90f8a9ff9cec171d88aec6e79ce93d	sw	grammar-or-spelling
Rashid kamfanya uzuri katika masomoye	042f21b3ac5df573b25b7786788fb5a31902ad11eeeac0da1d2f3d89bbd775e5	sw	grammar-or-spelling
Ukenda nyita name nje.	4b9e317278ee891590ae23264847dc3703e78dc11b975bc2f4e5def21973315d	sw	grammar-or-spelling
Mjomba kajibu swali kanlyoulizwa	1897c8568e24b762b4feaf6ff126ebe88a94d2e060327e48e999158e068c7e64	sw	grammar-or-spelling
Nechea kamba ninchie ngombe ideveni asikimbie.	ee527454ede1c8268b03c1b2d78d0c6f6dcf5fc0d5333f4b66b6d88cb78181f1	sw	grammar-or-spelling
Kiwa changu mai mai chako wewe kitalowama	e73b2412d6f633f26ff6fa7618dc23e2ae4ef28793a86285eb5481c86a0eb238	sw	grammar-or-spelling
Kilio huliya mwenye na nchu mbali kaliya	f60b0f2470397ab9d396f5e82a0694beac2c43230a62bd56e7b7ccac1ea01c1a	sw	grammar-or-spelling
"Madhimbi, madhimbi hudhamisha idau."	bd42e86924f41681ec54c54c6cfe2f43bda70463dfad918d7856e67b48c85fb5	sw	grammar-or-spelling
Nchu mesongwa na mwiva wa isi ametolewa inde	e985fe4e741acb67ba9e499b38c03a0543530f746ea72934a98909ddb471eca5	sw	grammar-or-spelling
Uwedhekano uko wa mwenechu kuwa moya wao	fd482c558e0d628700fd4ca22d4c75e224ee4e3837af18180c57550312dab98a	sw	grammar-or-spelling
Chakula kindoiva vidhuri yeo	7a86d9b4093b752a37cd12a83149d0145b0602d023ce1598d6b8eb0bbefbe689	sw	grammar-or-spelling
Kundalala wakati gani?	4a1bf90a0603114713c9997f3c428d4f327fdd5d291a548214a1b21ab5dacb78	sw	grammar-or-spelling
Rekebishaga avo uvo vavunja.	aad0e21acfaf00875925a5487e768680dcf8ad9b43475b4fb7c57ee9a3622e85	sw	grammar-or-spelling
Chembe kimbisie ndovu mwana paa huthathaa	0e9cc4c788b2d6e0a41f7f018af01d8c04180b4ea36a8d8dc8b15f12e8b5cab3	sw	grammar-or-spelling
Ngo' mbe yako kalvala ?	1950d9194347726b4cf5e2d5a590dd1e525b2d32568c5a027182b2be34837b8a	sw	grammar-or-spelling
Nchambo wa kusagia buru uharibisie	e92105a1ef58409d0b78001113b264913a24e97721460c69de50590c3dfd4114	sw	grammar-or-spelling
Haludi ukiichia mochoni hunukia vidhuri	1eefe64eaf87cb0d2630798885de133e0a90865d89f1c64ec7550b78e9446c06	sw	grammar-or-spelling
Bosi kantwaa kisu	deced29dfb7c2002a62672c6fc998ff11c000d96d993e9e31825a9b2ed295c8f	sw	grammar-or-spelling
Uketidhie huigidha tu iye mambo avachu haangalii mambo ake.	a79790f8da41f7654a7d1cc59211fefc8bb7ed68078474f88f4716b2c01adba6	sw	grammar-or-spelling
Vachu vengine humula yuru	823c35e29febd18ec27cd120e751c344b8afebc2cadfbab39048efff01192d9a	sw	grammar-or-spelling
Kaka kanachoma machakacha.	c2be8a00015027e8879dc92fec85419a0c15013bac773b41ebf504fa75023dcb	sw	grammar-or-spelling
Kukikosekana mafucha huoka isi kwa uma	1d8ad55be56b045544eceaa16892cf5b9fb6aa6e38fc6d837ef23b148ea7d389	sw	grammar-or-spelling
Sikidha nikwambiao usive nshindani.	6fb2f6e8fd47f2186d19075fa4548141cf7a824fb463b4a99bb56e839c92da21	sw	grammar-or-spelling
Ingi la kuvoa hufanyiwa uganga mpwirani	f3a8695c0e2b1ce525e6cea697bb648005d0a6af9bfa64b5c51e62246c8d9138	sw	grammar-or-spelling
Kila mwaka ipaa lechu mpaka lirekebishwe	227c13518b60189c59108ac819f730198fabefbd7c46b47af21e9259c1ae093c	sw	grammar-or-spelling
Vahindi hunua kuku va kidomo kwa senthi ningi.	e742d1c5bd5f42fa247a8ba7ab48cb41c230da87cb0b9998c3ed49c8e668024d	sw	grammar-or-spelling
Nchumvuli huchia mbidhii pwani.	193c0a2195b28a7672f11659c4cb8dcfe9e72e8af1509ad0b7483fc435bbb511	sw	grammar-or-spelling
Nshipi a ntonyi wechu alikachiwa na nguru	edc3029fb296d252a4073cbbc4229f475877b24785a408adbb0d97b04ff22b84	sw	grammar-or-spelling
Kunamiliki Honda ya aina gani?	f5ba07704afbaec0f495e860067a401e0f397fb8e80a68fd8c313657628093c5	sw	grammar-or-spelling
Ichumbo la kudhaa huvava ajabu	7de7e6dc321834b1ff96bb43905bb144ba8681a0d41bbcbe6f74fde23bc7ab3c	sw	grammar-or-spelling
Simu yangu nnnaiweka wapi?	76072a2f9d3a48825af75f31fdda65ddaeaf9c5ae38f61dbde49bf5ed45958ad	sw	grammar-or-spelling
Karudisha kitabu elikyoazima	1674acd95ef7fec7533f58ef40e46cbbc01417e41b0da67988b98cf0ecf934c2	sw	grammar-or-spelling
Daktari kanamtibu mgonjwa.	dd323967733d1657e8e55dde7823515ae0a2a0afd87379cf1e87b6d376d59f3e	sw	grammar-or-spelling
Kulya kwa matonge	f751de88d2c1d6fce3dc86e72e6e3005e63f00a0fd86485c501d947d9353d3eb	sw	grammar-or-spelling
